,year,month,title
5088,2023,6,"BOJ keeps low rates and dovish guidance, markets not so sure"
5089,2023,6,BOJ to weigh pros and cons of its tool-kit in review -governor
5090,2023,6,ECB policymakers line up behind rate hike plans
5091,2023,6,Japan increases support for domestic EV battery output
5092,2023,6,Bank of England set to raise rates to 4.75% as inflation slow to fall
5093,2023,6,Major banks cut China 2023 GDP forecasts as recovery falters
5094,2023,6,Hungary cenbank to cut one-day depo rate by another 100 bps next week: Reuters poll
5095,2023,6,Analysis-Biden's IRA climate bill won't cut deficit as expected
5096,2023,6,"Germany, France clash over reform of EU fiscal rules, deal seen by end-2023"
5097,2023,6,"Central banks, waiting for relief on inflation, lean towards higher rates"
5098,2023,6,"Bank of Japan, Chinese growth downgrades, Microsoft - what's moving markets"
5099,2023,6,Germany has support of many states on debt rules - Finance Minister
5100,2023,6,Take Five: Keep calm and raise rates
5101,2023,6,Southeast Asia to set 'guardrails' on AI with new governance code -sources 
5102,2023,6,Global banks raise forecast to 4% peak for key ECB rate
5103,2023,6,Quotes: BOJ Governor Ueda's comments at news conference
5104,2023,6,"Euro zone needs still higher ECB rates, tighter fiscal policy -IMF"
5105,2023,6,Bundesbank sees German economy shrinking this year
5106,2023,6,U.S. hotel markets recover from the pandemic; San Francisco an outlier
5107,2023,6,Westpac raises Australia cash rate peak forecast to 4.6%
5108,2023,6,Central banks push markets to rip up rate-cut playbook
5109,2023,6,Hong Kong interbank rates rise; one-week Hibor climbs to highest in 16 years
5110,2023,6,"Mexico, EU leaders pledge quick trade deal update, says Mexican president"
5111,2023,6,"BOJ keeps ultra-low interest rates, yield curve control on track"
5112,2023,6,China encourages private firms to participate in key supply chain projects
5113,2023,6,Brutal heat wave to scorch US South through holiday weekend
5114,2023,6,"Cheap 'like cabbage' apartments in some Chinese cities draw buyers, and caution"
5115,2023,6,BOJ's next steps and triggers for policy shift
5116,2023,6,"China eyes support for consumer, private sectors as growth falters"
5117,2023,6,US West Coast port customers urge swift finalization of labor deal
5118,2023,6,Atlanta Fed's Bostic acknowledges more financial disclosure issues
5119,2023,6,"Kenya finance minister vows to pay all due debts, cuts deficit"
5120,2023,6,Finland's right-wing parties strike deal to form government
5121,2023,6,IMF says Ghana's economy showing signs of stabilization
5122,2023,6,Italy launches 'Berlusconi' legal reform to bolster rights of accused
5123,2023,6,Croatia eying record tourist season after joining Schengen area
5124,2023,6,Retail Sales Show Reopening Boom at Restaurants May Be Ending
5125,2023,6,Mexican farmers end airport protest after president refuses talks
5126,2023,6,Bahrain awards first 'golden licences' to five investment projects valued at over $1.4 billion
5127,2023,6,ECB mulls changing spread between rates in step towards new era - sources
5128,2023,6,"How the Fed hid a rate hike in its rate ""cuts"" for 2024"
5129,2023,6,"ECB raises rates to 22-year high, in no mood to pause"
5130,2023,6,US Economy Is Still Hanging Tough But Showing Signs of Slowing
5131,2023,6,"Italy reassessing GLAM scheme to handle state-guaranteed loans, sources say"
5132,2023,6,"Russian officials seek to streamline budget spending, but disagree on tax hikes"
5133,2023,6,"Haiti made 'significant progress' on governance issues, says IMF"
5134,2023,6,"Tentative US West Coast port contract deal reached, union and employers say"
5135,2023,6,Saudi Central Bank may need to inject liquidity into banks - Capital Economics
5136,2023,6,The best money advice from dear old dad
5137,2023,6,Lagarde comments at ECB press conference
5138,2023,6,ECB lifts interest rates to 22-year highs
5139,2023,6,World Bank's new chief wants 'better bank' before pushing for bigger bank
5140,2023,6,Brazil's Lula says GDP will grow 2% or more this year
5141,2023,6,ECB raises inflation projections through 2025
5142,2023,6,"Turkey to tackle inflation, follow free market rules - VP"
5143,2023,6,ECB raises rates to 22-year high and signals more to come
5144,2023,6,Factbox-Wall Street banks expect Fed to hike rates in July
5145,2023,6,"Japan's Kishida to focus on spending, wages in policy roadmap - draft"
5146,2023,6,"BofA expects Fed to deliver two more rate hikes, JPM adds July hike expectation"
5147,2023,6,"PM-in-waiting, Greek conservative leader wants to realise investment grade goal"
5148,2023,6,"Fed's rate trajectory, ECB decision, China rate cut - what's moving markets"
5149,2023,6,"U.S. trade chief Tai calls for more diverse, resilient supply chains"
5150,2023,6,"Analysis-Spasms in UK mortgage market spell pain for homeowners, economy"
5151,2023,6,Analysis-Soaring UK bond yields don't herald repeat of 'mini-budget' chaos
5152,2023,6,Australia's strong May employment leaves RBA little breathing room
5153,2023,6,"China pushes platform firms to protect consumer, vendor rights"
5154,2023,6,Australian state bans PwC from new tax contracts for three months
5155,2023,6,"China's slower home price growth, deepening investment slump signal more easing"
5156,2023,6,"China cuts medium-term loan rates as economy sputters, more easing expected"
5157,2023,6,Tumbling exports feed worker unrest in world's factory China
5158,2023,6,"Fed leaves rates unchanged, sees two small hikes by end of 2023"
5159,2023,6,IMF says Pakistan's 2024 budget a missed opportunity as loan deal deadline looms
5160,2023,6,"Canada freezes ties with China-led AIIB, probes allegations of Communist domination"
5161,2023,6,Fed's Powell appears to see plenty of room to run on balance sheet drawdown
5162,2023,6,"At a Buenos Aires soup kitchen, lines grow longer as inflation soars"
5163,2023,6,"The Fed's stages of inflation grief, in Powell's words"
5164,2023,6,Instant View: Still-hawkish Fed pauses rate tightening after 10 straight hikes
5165,2023,6,"Fed keeps rates steady, but forecasts two hikes ahead in hawkish surprise"
5166,2023,6,Traders Pull Back Wagers on Fed Interest-Rate Cut This Year
5167,2023,6,Fed's Powell: July FOMC will be a 'live' meeting
5168,2023,6,WATCH LIVE: Fed Chair Jerome Powell Holds Press Conference
5169,2023,6,Traders bet Fed will follow June 'skip' with summer hike
5170,2023,6,"Fed officials project more 2023 rate rises, amid hope inflation will still cool"
5171,2023,6,CFPB 'open banking' proposal due in October: official
5172,2023,6,US banks have strengthened liquidity after spring turmoil but must remain vigilant -regulator
5173,2023,6,Acting Labor Secretary remains involved in US West Coast port labor talks
5174,2023,6,Soft U.S. landing to free investor cash toward EMs -IIF
5175,2023,6,Traders Now Expect Fed Policy Rate to Peak in September Not July 
5176,2023,6,Most G20 nations see banking system sound as bloc talks financial stability - official
5177,2023,6,Factbox-Governments race to regulate AI tools
5178,2023,6,Inflation slowdown will not change the Fed's mind - UBS
5179,2023,6,"Exclusive-World Bank chief to 'push' its balance sheet, vows to protect 'AAA' rating"
5180,2023,6,China e-commerce shipments would lose US tariff exemption under proposed law
5181,2023,6,"Fed decision day, Nvidia closes with $1 trillion valuation - what's moving markets"
5182,2023,6,"Thai central bank to hike more as rate not neutral yet, says core inflation high"
5183,2023,6,German econ ministry sees moderate economic recovery in 2023
5184,2023,6,"Australia's central bank owes underpaid workers over $770,000"
5185,2023,6,Factbox-Key ECB policymaker comments in run up to June policy meeting
5186,2023,6,ECB Preview: What do experts expect?
5187,2023,6,China seen cutting rates further to support economic recovery
5188,2023,6,France's Finance Minister pledges renewed push to cut public spending -FT
5189,2023,6,Analysis-Japanese investors' patience running thin as BOJ stalls
5190,2023,6,China central bank seen cutting medium-term policy rate: Reuters poll
5191,2023,6,"New Zealand must free up land, expand housing supply to ease home affordability - IMF"
5192,2023,6,Australia's ANZ looks to expand lending to critical minerals sector
5193,2023,6,"Fewer people trust traditional media, more turn to TikTok for news, report says"
5194,2023,6,White House says West Coast port negotiations show some progress
5195,2023,6,Exclusive-Canada bank regulator says lenders should urgently tackle risks from mortgage extensions
5196,2023,6,BoE's Bailey says data show labour market 'very tight'
5197,2023,6,US consumer watchdog defends credit card 'junk fee' proposal
5198,2023,6,New inflation data tests Fed's faith in housing slowdown thesis
5199,2023,6,"I-95 Collapse to Lift Prices of East Coast Goods, Buttigieg Warns"
5200,2023,6,Little progress seen on EU debt rules at Friday meeting
5201,2023,6,"Biden to tap tech, climate executives in California fundraising trip"
5202,2023,6,Small US Firms Are Opting to Raise Pay More Than Prices
5203,2023,6,"Factbox-Pilots, airlines seek to strike new contracts ahead of peak travel season"
5204,2023,6,Fed still waiting on a core services price crash
5205,2023,6,"Tunisia preparing alternative IMF proposal, official says"
5206,2023,6,Japan's Kishida unveils new child care plan amid election rumours
5207,2023,6,Fed seen holding rates steady this week after inflation data
5208,2023,6,"Biden: Inflation data 'good news' for US families, more work to do"
5209,2023,6,Factbox-Analysts bet bumper Turkish rate hikes on the way
5210,2023,6,BoC to raise rates once more by 25 bps in July to 5.00%: Reuters poll
5211,2023,6,China cuts short-term borrowing costs to support recovery
5212,2023,6,Why finding a camp for your kid is this summer's madness
5213,2023,6,Fed kicks off meeting-by-meeting policymaking amid high uncertainty
5214,2023,6,World Bank's new chief Banga to sharpen focus on projects with measurable impact
5215,2023,6,"Skip, pause or hike? Bond investors play it safe before Fed policy decision"
5216,2023,6,"U.S. CPI ahead, Apple shares hit record-high close - what's moving markets"
5217,2023,6,Bank of Korea board members: Too early to be complacent on inflation
5218,2023,6,"Federal Reserve decision: Skip June, go again in July?"
5219,2023,6,Factbox-Governments race to regulate AI tools
5220,2023,6,"China considers broad stimulus with property support, rate cuts -Bloomberg News"
5221,2023,6,Sri Lanka extends freeze on outward capital transactions by 6 months
5222,2023,6,Factbox-BOJ's next steps and triggers for policy shift
5223,2023,6,Western Canada covered in smoke as wildfires loosen grip on Quebec
5224,2023,6,China's Xi says willing to begin free trade talks with Honduras
5225,2023,6,"EU chief sees Mercosur deal this year, Lula fears environmental sanctions"
5226,2023,6,"Brazil's market conditions open door to monetary policy shift, central bank chief says"
5227,2023,6,"Ex-Goldman Sachs banker stole merger details, prosecutor tells jury"
5228,2023,6,"PIMCO's bond CIO says underweight dollar, sees value in UK gilts"
5229,2023,6,"TV, soccer and finance: Silvio Berlusconi's many businesses"
5230,2023,6,Fed Board nominee hearing at Senate panel set for June 21
5231,2023,6,Explainer-How France secured a fall in food prices
5232,2023,6,Near-Term Inflation Expectations Hit Two-Year Low in Fed Survey
5233,2023,6,Explainer-Why is the Canadian economy strong despite record pace of rate hikes?
5234,2023,6,US Food Prices Are Still Up 8.2% Online Even as Inflation Cools
5235,2023,6,UK PM Sunak pitches Britain as future home for AI regulation
5236,2023,6,"Healed from the pandemic, U.S. job market may face fresh wounds from the Fed"
5237,2023,6,Recession risks still loom for markets calmer after banking turmoil
5238,2023,6,Silvio Berlusconi death: who will take over former Italian PM’s business empire?
5239,2023,6,"Fed decision ahead, Goldman Sachs cuts oil outlook - what's moving markets"
5240,2023,6,China says firmly opposes U.S. import ban on Chinese firms over Uyghurs
5241,2023,6,Swiss regulator welcomes UBS's strategic focus
5242,2023,6,German economy could grow by up to 1.9% in 2024 - econ min
5243,2023,6,Billionaire George Soros hands control of empire to son Alex
5244,2023,6,"UK set to dodge recession, but big problems remain: CBI"
5245,2023,6,JPMorgan expects Turkey central bank to lift rates to 25% on June 22
5246,2023,6,"Taiwan set to hold rates steady as inflationary pressure eases, exports remain weak: Reuters poll"
5247,2023,6,"Take Five: Skip, stop or go?"
5248,2023,6,"Bank of England can't rule out more rate rises, MPC's Haskel says"
5249,2023,6,The final countdown? Five questions for the ECB
5250,2023,6,"Central banks shelve guidance, in fits and starts, as inflation reigns"
5251,2023,6,Several Chinese lenders cut yuan deposit rates from Monday
5252,2023,6,Iraq approves record $153 billion budget including big public hiring
5253,2023,6,"BOJ set to keep ultra-low rates, may signal inflation overshoot"
5254,2023,6,EU considering major Tunisia aid package as migration surges
5255,2023,6,"World Bank must drive private investment in climate transition, new chief says"
5256,2023,6,"Saudi Arabia seeks cooperation with China, 'ignores' Western worries"
5257,2023,6,Top 5 things to watch in markets in the week ahead
5258,2023,6,Sri Lanka lifts import limits on 286 items as crisis eases
5259,2023,6,Swiss National Bank Chairman hints at rate rises to tackle inflation
5260,2023,6,"Twitter to pay verified creators for ads in replies, Musk says"
5261,2023,6,US House Republicans unveil broad package of tax cuts
5262,2023,6,"Deposits, lending tick up for third straight week: Fed"
5263,2023,6,Instant View: Expert and industry views on Pakistan’s Federal budget for FY24
5264,2023,6,"Goldman Sachs: ""Fully orthodox"" policy maker could raise Turkey rates to 40%"
5265,2023,6,Factbox-What are governments doing to ease inflation pain?
5266,2023,6,"Canada extends Ukraine tariff-free order, tightens access to sheltered farm sectors"
5267,2023,6,Pakistan targets fiscal deficit of 6.54% in budget closely watched by IMF
5268,2023,6,Russian central bank gives most hawkish signal this year as it holds rates
5269,2023,6,"With eye on China, US and five allies condemn trade-related 'economic coercion'"
5270,2023,6,"China's central bank upbeat on Q2 GDP growth, confident on 2023 targets"
5271,2023,6,"Moody's Coinbase outlook, Chinese inflation data - what's moving markets"
5272,2023,6,"BOJ's Ueda flags shift in corporate pricing, upward inflation bias"
5273,2023,6,"Erdogan names Erkan to head Turkey central bank, policy pivot expected"
5274,2023,6,"BOJ set to keep ultra-low rates, may signal inflation overshoot"
5275,2023,6,Fourth pension fund freezes work with PwC Australia over gov't tax plan leak
5276,2023,6,Aussie Big Four banks hike home loan rates to match central bank move
5277,2023,6,"Take Five: Skip, stop or go?"
5278,2023,6,Ex-minister urges Beijing to lead in setting global EV battery standards
5279,2023,6,Kim Kardashian seeks secret of private equity success as rising rates bite
5280,2023,6,Australian banks may face heightened supervision if home loan guideline not followed
5281,2023,6,"Chinese investors flock to Riyadh conference seeking new markets, capital"
5282,2023,6,Australia recession risk heightens after RBA warns of bumpy path to low inflation
5283,2023,6,Controlled burn and downed power line sparked Colorado's costliest wildfire
5284,2023,6,Trauma of Japan's deflation battle keeps BOJ wary of policy shift
5285,2023,6,Brazil Lula's central bank nominees to sit out next rate decision
5286,2023,6,"Bank of Canada hiked rates over alarm at household spending, stubborn inflation"
5287,2023,6,Bank borrowing rises as Fed's emergency bank bailout facility tops $100B
5288,2023,6,US and UK back new 'Atlantic Declaration' for economic cooperation
5289,2023,6,Smoke Sends US Northeast Solar Power Plunging by 50% as Wildfires Rage in Canada
5290,2023,6,"New World Bank chief to kick off global tour with Peru, Jamaica stops"
5291,2023,6,IMF expects 'continued tangible progress' from global sovereign debt roundtable
5292,2023,6,"IMF urges Fed, central banks to keep tightening to reduce inflation"
5293,2023,6,"Goldman Sachs planning for sluggish growth, higher inflation"
5294,2023,6,Pakistan needs convincing budget for any chance of more funds - IMF official
5295,2023,6,Angolan president fires economic coordination minister amid fuel protests
5296,2023,6,ECB to hike rates in June and July to break sticky inflation: Reuters poll
5297,2023,6,Analysis-Spain hatches plan to win Macron over to EU-Mercosur trade pact
5298,2023,6,"India central bank holds rates as expected, signals tight policy ahead"
5299,2023,6,"Japan to push child care, labour reforms to stem falling births -sources"
5300,2023,6,"Fed rate expectations, GameStop terminates CEO - what's moving markets"
5301,2023,6,"Draghi: Fight against inflation is not over, rates will remain high for longer"
5302,2023,6,India's RBI relaxing borrowing limit in interbank call market no 'game changer' - traders
5303,2023,6,"Indian central bank keeps rates steady, but says inflation still too high"
5304,2023,6,Bank of Korea: early policy shift may add pressure on local currency
5305,2023,6,China's biggest state banks cut deposit rates
5306,2023,6,"Buttigieg to meet Mexico's president, aviation rating in the air"
5307,2023,6,Japan keeps growth focus but signals end to crisis-mode fiscal largesse
5308,2023,6,One-off rate hike 'skip' would be Fed first: McGeever
5309,2023,6,RBA to hike cash rate once more to 4.35% this year: Reuters poll
5310,2023,6,Conservative revolt puts US House on pause until next week
5311,2023,6,U.S. food aid eligibility battle could resurface in farm bill
5312,2023,6,"Bank of Canada hikes rates to 22-year high, more increases expected"
5313,2023,6,Biden encourages both sides to continue collective bargaining in US ports dispute -White House
5314,2023,6,Some economists challenge Fed view very low rate world will return one day
5315,2023,6,"Yellen says U.S. inflation easing as some sectors slow, labor market strong"
5316,2023,6,"Republican state AGs, industry groups challenge US approval of California truck rules"
5317,2023,6,Kenya's parliament approves appointment of new central banker
5318,2023,6,"Fed seen on hold in June, but one-third of economists expect a hike soon"
5319,2023,6,Brazil's federal subsidies reach highest level in six years in 2022
5320,2023,6,Ghana sends debt rework proposal to official creditors: sources
5321,2023,6,"SEC's crypto lawsuits, Chinese trade data, OECD outlook - what's moving markets"
5322,2023,6,"OECD slightly increases annual growth outlook, warns headwinds remain"
5323,2023,6,OECD sees limited growth pick-up as rate hikes weigh
5324,2023,6,UK's payments regulator lays down mandatory reimbursements in APP fraud victims
5325,2023,6,Australia central bank steps up warning of more rate hikes even as growth slumps
5326,2023,6,"Kenya economic growth to edge up this year, World Bank says"
5327,2023,6,US debt ceiling battle rekindles debate over Ukraine funds
5328,2023,6,Global sovereign debt roundtable to hold third meeting on June 9 -sources
5329,2023,6,Brazil lawmakers propose reforms combining consumption taxes
5330,2023,6,French pension reform protesters briefly storm 2024 Olympics headquarters
5331,2023,6,Brazil's cenbank did not participate in govt's consumer debt renegotiation program design
5332,2023,6,Analysis-Can Biden's compromise strategy fix a divided US?
5333,2023,6,World Bank cuts 2024 global growth forecast as rate hikes bite but lifts 2023 outlook
5334,2023,6,Pakistan approves 3.5% GDP growth target for FY 2023-24 budget - minister
5335,2023,6,US interest rate swap market embraces new rate as LIBOR deadline nears
5336,2023,6,Australia cenbank warns of more hikes ahead after raising rates to 11-yr high
5337,2023,6,Exclusive-China's state banks told to lower cap on dollar deposit rates -sources
5338,2023,6,High inflation and recession risk - the Bank of England's dilemma
5339,2023,6,U.S. public sees no clear winner in debt ceiling deal -Reuters/Ipsos poll
5340,2023,6,Factbox-Governments race to regulate AI tools
5341,2023,6,Global housing outlook brightens despite pressure from higher rates: Reuters poll
5342,2023,6,"SEC sues Binance, Apple unveils Vision Pro headset - what's moving markets"
5343,2023,6,Japan PM Kishida unveils economic action plan on 'new capitalism'
5344,2023,6,Australian lender Westpac to raise interest rates after cenbank hike
5345,2023,6,Euro zone core inflation stubborn but ECB policy starting to work: Knot
5346,2023,6,Hungary's easing inflation may lead to single-digit rates by 2024 - minister
5347,2023,6,Analysis-Egypt faces external debt reckoning after borrowing spree
5348,2023,6,Spend the recession away? Not the thrifty Germans
5349,2023,6,RBA hikes rates by 25 basis points as inflation remains too high
5350,2023,6,"China may cut rates further in H2, government researcher says"
5351,2023,6,Commonwealth Bank of Australia removes international money transfer fee
5352,2023,6,Mexico unveils tax break plan for southern business corridor
5353,2023,6,Australian corporate regulator urges disclosure on impact on assets for results
5354,2023,6,Brazil to reintroduce diesel tax to pay for Lula's auto program
5355,2023,6,Expectations for Brazil's long-term inflation to start easing -cenbank chief
5356,2023,6,"Retailers, manufacturers urge White House to mediate in West Coast ports labor dispute"
5357,2023,6,OpenAI CEO sees 'huge' Israeli role in reducing risks from the technology
5358,2023,6,Musk hosts Twitter event for anti-vaxx Democratic candidate RFK Jr.
5359,2023,6,Elon Musk says China will initiate AI regulations
5360,2023,6,Amtrak wants $8 billion in US funding for infrastructure projects
5361,2023,6,U.S. Treasury can meet all obligations after debt ceiling suspension
5362,2023,6,"Brazilian inflation targeting changes should not affect monetary policy, Guillen says"
5363,2023,6,"ECB may need to keep raising rates beyond summer, Nagel says"
5364,2023,6,US issues new Russia-related sanctions -Treasury website
5365,2023,6,ECB's Lagarde sees no peak in core inflation despite 'moderation'
5366,2023,6,Exclusive-EU Commission says Mercosur trade deal a priority as it seeks new allies
5367,2023,6,Debt ceiling deal ignores US debt time bomb
5368,2023,6,Analysis-Strong economy puts Bank of Canada's 4-month rate hike pause in doubt
5369,2023,6,IMF's Georgieva sees no significant slowdown in lending - CNBC
5370,2023,6,PwC Australia names staff involved in gov't tax plan leak
5371,2023,6,"China's fiscal condition healthy, but local govts see high debt risks - Xinhua"
5372,2023,6,"Saudi output cut plans, Apple unveils new hardware - what's moving markets"
5373,2023,6,Japan won't directly mention time frame to balance budget in mid-year policy -draft
5374,2023,6,Take Five: Almost half-time
5375,2023,6,"Investing.com seeks big buys on path to IPO, chairman says"
5376,2023,6,Morgan Stanley sees ECB ending its rate hike cycle in July at 3.75%
5377,2023,6,Indonesia inflation eases to central bank target sooner than expected
5378,2023,6,Forever in debt: Why U.S. loans are getting longer
5379,2023,6,"McCarthy lauds U.S. debt ceiling deal, House conservatives divided"
5380,2023,6,Lebanese Christian and opposition coalition nominate IMF's Azour for president
5381,2023,6,Top 5 things to watch in markets in the week ahead
5382,2023,6,"Turkish economy to return to 'rational ground', new finance minister says"
5383,2023,6,"Biden signs debt limit bill, avoiding U.S. default"
5384,2023,6,"Fed to skip hike in June, hop into long pause before jump to cuts: Morgan Stanley"
5385,2023,6,Biden cheers debt ceiling 'crisis averted' from Oval Office
5386,2023,6,ECB's Visco says falling energy prices should help tame inflation
5387,2023,6,"U.S. concludes Mexico airspace review, but no verdict yet"
5388,2023,6,U.S. debt ceiling bill may be signed as soon as Saturday
5389,2023,6,US Treasury official meets with China's new ambassador in Washington
5390,2023,6,Argentines grill more steak despite pressures of 109% inflation
5391,2023,6,Fitch keeps its negative slant on UK credit rating
5392,2023,6,S&P spares France from rating downgrade
5393,2023,6,"Bank deposits, lending higher for second straight week: Fed"
5394,2023,6,"Hackers use flaw in popular file transfer tool to steal data, researchers say"
5395,2023,6,Fed Chair Powell to testify at US Senate June 22
5396,2023,6,Logs show Fed's Powell in whirlwind of meetings during March banking turmoil
5397,2023,6,"World Bank's new chief asks staff to 'double down' on development, climate efforts"
5398,2023,6,Childhood Leukemia Foundation sues US FTC to stop deception probe
5399,2023,6,US SEC to dismiss 42 enforcement cases after internal data mishap
5400,2023,6,Factbox-Governments race to regulate AI tools
5401,2023,6,Fitch keeps U.S. credit rating on negative watch despite debt limit deal
5402,2023,6,Brazil's central bank chief opposes creation of common currency
5403,2023,6,"JPMorgan president says loan demand declining, US economic slowdown weighs"
5404,2023,6,"Biden lauds U.S. job growth, says debt ceiling bill to also boost economy"
5405,2023,6,Fed rate-hike pause still likely despite strong data
5406,2023,6,British home prices to slip but won't come crashing down: Reuters poll
5407,2023,6,Hungary cbank chief sees chance for euro adoption only after 2030
5408,2023,6,Explainer-Parsing the Fed's path to pause rate hikes
5409,2023,6,"Fed seen skipping June, maybe hiking in July after jobs data"
5410,2023,6,"Analysis-Despite chaos and risk, Washington sticks with its debt ceiling"
5411,2023,6,"Sri Lanka to remain on policy loosening course, next rate cut likely in August -analysts"
5412,2023,6,"SNB vice chairman: ready to tighten policy further, inflationary pressure broadening"
5413,2023,6,China plans new property-market support package to boost economy - Bloomberg News
5414,2023,6,Hopes of economic ‘soft landing’ re-emerge after stormy descent: Mike Dolan
5415,2023,6,"Japan's govt will vow to end deflation with bold monetary, flexible fiscal policy -draft"
5416,2023,6,German finance ministry steps up 2024 budget pressure on ministries
5417,2023,6,"Senate approves debt ceiling bill, May jobs report ahead - what's moving markets"
5418,2023,6,"US Congress averts historic default, approves debt-limit suspension"
5419,2023,6,"RBA to hold rates at 3.85% in June, but may raise again soon"
5420,2023,6,Take Five: Almost half-time
5421,2023,6,Australia's largest pension fund freezes work with auditor PwC
5422,2023,6,Germany leads big bond rally as inflation finally heads down
5423,2023,6,Australia hikes minimum wage as living costs surge
5424,2023,6,"BOJ's Ueda keeps free hand, says no time frame for achieving price goal"
5425,2023,6,"Japan, South Korea finance ministers to hold next meeting on June 29"
5426,2023,6,Arizona restricts Phoenix home construction amid water shortage
5427,2023,6,Yellen urges new World Bank chief to 'get the most' from balance sheet
5428,2023,6,Factbox-What's in the debt ceiling deal struck by Biden and McCarthy?
5429,2023,6,"Sri Lanka surprises with 250 bps rate cut, signals rebound from crisis"
5430,2023,6,Banks ease borrowing from Fed's emergency lending programs in latest week
5431,2023,6,Argentina curbs provinces' FX access to pay back foreign debt
5432,2023,6,IMF deputy urges Sri Lanka to keep up momentum on economic reforms
5433,2023,6,"Fed should stop raising rates, at least in June -Harker"
5434,2023,6,Macron struggles to kick France's spending habit
5435,2023,6,Treasury says further bill auctions depend on raising debt limit
5436,2023,6,"Fed orders Silvergate to complete wind-down while protecting depositors, preserving cash"
5437,2023,6,"Analysis-US debt-ceiling deal averts disaster, but savings might be less than advertised"
5438,2023,6,Analysis-US debt-ceiling deal dooms Biden's revolutionary tax plans
5439,2023,6,"Russia to hold rates next week, 2023 GDP growth seen improving - Reuters poll"
5440,2023,6,ECB's Villeroy: upcoming rate hikes will be marginal
5441,2023,6,Canada's slowing home building is bad news for buyers and Trudeau
5442,2023,6,"SNB defends raising rates, says not to blame for Credit Suisse failure"
5443,2023,6,Germany bids to rebuild Berlin's buzz for startups
5444,2023,6,"G20 watchdog to study Silicon Valley Bank, Credit Suisse turmoil"
5445,2023,6,Japan to issue new bonds aimed at supporting child care - PM Kishida
5446,2023,6,Lagarde: ECB will need to continue hiking cycle
5447,2023,6,"ECB nearing end of tightening cycle but final stretch remains, De Guindos says"
5448,2023,6,"House passes debt limit bill, Fed rate debate intensifies - what's moving markets"
5449,2023,6,Investment more than consumption leading India's economic growth - economists
5450,2023,6,US debt ceiling bill passes House with broad bipartisan support
5451,2023,6,China's Henan plans 'zero-dynamic' end to youth unemployment
5452,2023,6,Major central banks renew rate hike push in May
5453,2023,5,"IMF urges BOJ to keep ultra-low rates, but be ready to shift course"
5454,2023,5,Chinese graduates lower their ambitions in moribund jobs market
5455,2023,5,US House votes to suspend debt ceiling and avoid default
5456,2023,5,"Taiwan, U.S. to sign first deal under new trade framework"
5457,2023,5,"Analysis-Struggling China local governments find a fundraising loophole, lifeline in ""pearl bonds"""
5458,2023,5,UK has bigger inflation problem than US or euro zone - BoE's Mann
5459,2023,5,China venture fundraising heading for weakest first half in 8 years
5460,2023,5,Argentina studies launch of a voluntary asset conversion operation
5461,2023,5,"Bank of Mexico eyes 'prolonged' interest rate hold, higher growth"
5462,2023,5,US asks Mexico to review alleged denial of workers' rights at Draxton facility
5463,2023,5,US rate futures expect Fed pause in June in sharp turnaround from earlier
5464,2023,5,A June skip jumps to the fore following latest Fed comments
5465,2023,5,"U.S. economy little changed, outlook 'deteriorated': Fed survey"
5466,2023,5,Fed's Harker: Inclined to 'skip' a rate hike in June
5467,2023,5,Biden expects debt ceiling bill on his desk by June 5 - White House
5468,2023,5,Economic outlook deteriorates as consumers shun higher prices; Loan defaults rise
5469,2023,5,Bank of England to take Bank Rate to 5.00% next quarter as inflation proves sticky: Reuters poll
5470,2023,5,"Fed Should Skip Rate Hike at Upcoming June Meeting, Harker Says"
5471,2023,5,Bets on Fed pause jump after Fed officials make case to skip rate hike in June
5472,2023,5,EU tech chief sees draft voluntary AI code within weeks
5473,2023,5,"US seeks to curb investment in Chinese chips, AI and quantum computing"
5474,2023,5,"US, EU agree firm stance on China at trade, tech meeting"
5475,2023,5,Explainer-Parsing the Fed's path to pause rate hikes
5476,2023,5,Fed’s Bowman Says Real Estate Rebound Affects Inflation Fight
5477,2023,5,Column-U.S. banks tighten lending standards to small business and consumers: Kemp
5478,2023,5,"Default wave imminent, will peak in 2024- Deutsche Bank"
5479,2023,5,Turkish central bank signals to banks it may soften measures -bankers
5480,2023,5,Where are the jobs? India's world-beating growth falls short
5481,2023,5,Fed's Bowman says housing market rebound could impact inflation fight
5482,2023,5,"JPMorgan's Dimon says US, China need 'real engagement'"
5483,2023,5,Low-income countries to be left behind without action on jobs - ILO
5484,2023,5,No quick recovery for German economy after winter slump - DIW
5485,2023,5,Demographics are a headwind for emerging markets - BlackRock
5486,2023,5,S&P sees weaker 2023 growth in key African economies as tailwinds fade
5487,2023,5,Kenya central bank lowers 2023 growth forecast to 5.5%
5488,2023,5,"Thai central bank hikes rates, but ready to adjust policy"
5489,2023,5,Polish top court delays hearing on bill needed to get EU funds
5490,2023,5,Mester: No 'compelling reason' to wait for another Fed rate rise - Financial Times
5491,2023,5,BlackRock warns: 'Markets now accept rate cuts unlikely'
5492,2023,5,Bank of France's Villeroy: Inflation may be past its peak in France
5493,2023,5,"Debt limit progress, weak Chinese data - what's moving markets"
5494,2023,5,BOJ normalisation could strain global bond markets: ECB
5495,2023,5,Taiwan central bank sees export momentum picking up in H2
5496,2023,5,French finance minister sticks to 1% growth outlook despite risks
5497,2023,5,Forward guidance could become trap for central banks-economist
5498,2023,5,US House poised to vote on urgently needed debt ceiling suspension
